Name,Price (BDT),Shop,Link
ASUS DUAL GEFORCE RTX 3050 OC EDITION 8GB GRAPHICS CARD,46800,TechLand,https://www.techlandbd.com/asus-dual-geforce-rtx-3050-oc-graphics-card
Colorful iGame GeForce RTX 3060 Ultra W OC 8GB-V 8GB GDDR6 Graphics Card,47000,StarTech,https://www.startech.com.bd/colorful-igame-geforce-rtx-3060-ultra-w-oc-8gb-v-graphics-card
ASUS TUF Gaming GeForce GTX 1660 Ti EVO OC Edition 6GB GDDR6 Graphics Card,47500,StarTech,https://www.startech.com.bd/asus-tuf-geforce-gtx-1660-ti-evo-oc-graphics-card
ASUS TUF Gaming GeForce GTX 1660 Ti EVO TOP Edition 6GB GDDR6 Graphics Card,47500,StarTech,https://www.startech.com.bd/asus-tuf-gaming-geforce-gtx-1660-ti-evo-top-edition-graphics-card
Gigabyte GeForce RTX 3060 Gaming OC 12G Graphics Card,47500,TechLand,https://www.techlandbd.com/gigabyte-rtx-3060-gaming-oc-12g-graphics-card
ASUS TUF Gaming GeForce GTX 1660 Ti EVO OC Edition 6GB GDDR6 Graphics Card,47500,TechLand,https://www.techlandbd.com/asus-tuf-gtx-1660-ti-evo-oc-graphics-card
GIGABYTE GeForce RTX 3060 GAMING OC 12GB Graphics Card,48000,StarTech,https://www.startech.com.bd/gigabyte-geforce-rtx-3060-oc-12gb-graphics-card
MSI GeForce RTX 3060 VENTUS 2X OC 12GB Graphics Card,48500,StarTech,https://www.startech.com.bd/msi-rtx-3060-ventus-2x-oc-12gb-graphics-card
MSI GeForce RTX 3060 VENTUS 2X OC 12GB Graphics Card,48500,TechLand,https://www.techlandbd.com/msi-rtx-3060-ventus-2x-12gb-graphics-card
Gigabyte GeForce RTX 3060 Eagle OC 12GB Graphics Card,48500,TechLand,https://www.techlandbd.com/gigabyte-rtx-3060-graphics-card
ASUS Dual Radeon RX 6600 8GB GDDR6 Graphics Card,48800,StarTech,https://www.startech.com.bd/asus-dual-radeon-rx-6600-graphics-card
ASUS Dual Radeon RX 6600 8GB GDDR6 Graphics Card,48800,TechLand,https://www.techlandbd.com/asus-dual-radeon-rx-6600-8gb-gddr6-graphics-card
ASUS Dual GeForce RTX 2060 EVO OC Edition 6GB GDDR6 Graphics Card,49400,StarTech,https://www.startech.com.bd/asus-dual-geforce-rtx-2060-evo-oc-edition-6gb-graphics-card
ASUS DUAL GEFORCE RTX 2060 6GB OC EDITION EVO GRAPHICS CARD,49400,TechLand,https://www.techlandbd.com/asus-dual-geforce-rtx-2060-oc-edition-evo-graphics-card
MSI GeForce RTX 3060 VENTUS 2X 12G OC 12GB GDDR6 Graphics Card,49500,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/msi-rtx-3060-ventus-2x-oc-12gb-graphics-card
MSI GeForce RTX 3060 GAMING X 12GB GDDR6 Graphics Card,51499,TechLand,https://www.techlandbd.com/msi-rtx-3060-gaming-x-12gb-graphics-card
MSI GeForce RTX 3060 GAMING X 12GB GDDR6 Graphics Card,51900,StarTech,https://www.startech.com.bd/msi-geforce-rtx-3060-gaming-x-12gb-graphics-card
PNY GeForce RTX 3060Ti 8GB VERTO Dual Fan (LHR) GDDR6 Graphics Card,52000,StarTech,https://www.startech.com.bd/pny-geforce-rtx-3060ti-8gb-verto-dual-fan-lhr-graphics-card
PNY GEFORCE RTX 3060 TI 8GB VERTO DUAL FAN GRAPHICS CARD,52000,TechLand,https://www.techlandbd.com/pny-geforce-rtx-3060ti-8gb-verto-graphics-card
ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge 8GB Graphics Card,52500,TechLand,https://www.techlandbd.com/zotac-rtx-3060-ti-twin-edge-8gb-graphics-card
PNY GeForce RTX 3060 Ti 8GB UPRISING Dual Fan LHR Graphics Card,52900,StarTech,https://www.startech.com.bd/pny-geforce-rtx-3060-ti-8gb-dual-fan-lhr-graphics-card
MSI RTX 3060 GAMING X 12G 12GB GDDR6 Graphics Card,52900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/msi-geforce-rtx-3060-gaming-x-12gb-graphics-card
ZOTAC GAMING GeForce RTX 3060 Ti GDDR6X Twin Edge 8GB Graphics Card,53000,StarTech,https://www.startech.com.bd/zotac-rtx-3060-ti-gddr6x-twin-edge-graphics-card
ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge 8GB GDDR6 Graphics Card,53000,StarTech,https://www.startech.com.bd/zotac-rtx3060-ti-twin-edge-graphics-card
PNY GeForce RTX 3060Ti 8GB VERTO Dual Fan (LHR) GDDR6X Graphics Card,53000,StarTech,https://www.startech.com.bd/pny-geforce-rtx-3060ti-8gb-verto-dual-fan-lhr-gddr6x-graphics-card
GIGABYTE RADEON RX 6650 XT GAMING OC 8GB GDDR6 GRAPHICS CARD,53000,TechLand,https://www.techlandbd.com/gigabyte-radeon-rx-6650-xt-gaming-oc-8gb-gddr6-graphics-card
ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge 8GB DDR6X Graphics Card,53000,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/zotac-gaming-geforce-rtx-3060-ti-twin-edge-8gb-ddr6x-graphics-card
"ViewSonic VX2405-P-MHD 24"" Monitor and Zotac RTX 3050 Twin Edge GDDR6 8GB Graphics Card Bundle",53900,StarTech,https://www.startech.com.bd/viewsonic-vx2405-p-mhd-and-zotac-rtx-3050-twin-edge-graphics-card-bundle
GIGABYTE GeForce RTX 3060 Ti EAGLE OC 8GB Graphics Card,53900,StarTech,https://www.startech.com.bd/gigabyte-rtx-3060-ti-eagle-oc-8gb-graphics-card
GIGABYTE GeForce RTX 3060 Ti EAGLE OC 8GB Graphics Card,53999,TechLand,https://www.techlandbd.com/gigabyte-rtx-3060-ti-eagle-oc-8gb-graphics-card
ASUS DUAL RADEON RX 6600 XT OC EDITION 8GB GRAPHICS CARD,54800,TechLand,https://www.techlandbd.com/asus-dual-radeon-rx-6600-xt-oc-edition-8gb-graphics-card
SAPPHIRE PULSE AMD Radeon RX 6650 XT 8GB GDDR6 Graphics Card,54900,StarTech,https://www.startech.com.bd/sapphire-pulse-radeon-rx-6650-xt-graphics-card
SAPPHIRE PULSE Radeon RX 6650 XT 8GB OC GDDR6 GRAPHICS CARD,54900,TechLand,https://www.techlandbd.com/sapphire-pulse-radeon-rx-6650-xt-oc-graphics-card
SAPPHIRE PULSE AMD Radeon RX 6650 XT 8GB GDDR6 Graphics Card,54900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/sapphire-pulse-radeon-rx-6650-xt-graphics-card
SAPPHIRE AMD RADEON RX 6700 XT PULSE 12GB GDDR6 OC,54900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/sapphire-pulse-amd-radeon-rx-6700-xt-gaming-oc-graphics-card
Gigabyte GeForce RTX 3060 Ti Gaming OC 8GB GDDR6 Graphics Card,55000,StarTech,https://www.startech.com.bd/gigabyte-rtx-3060-ti-gaming-oc-8gb-graphics-card
ASUS ROG STRIX RX590 8GB Graphics Card,55000,TechLand,https://www.techlandbd.com/asus-rog-strix-rx590-graphics-card
GIGABYTE GEFORCE RTX 3060 TI GAMING OC 8GB GDDR6X GRAPHICS CARD,55300,TechLand,https://www.techlandbd.com/gigabyte-geforce-rtx-3060-ti-gaming-oc-8gb-gddr6x-graphics-card
GIGABYTE GeForce RTX 3060 Ti GAMING OC D6X 8GB GDDR6X Graphics Card,55341,StarTech,https://www.startech.com.bd/gigabyte-geforce-rtx-3060-ti-gaming-oc-d6x-8g-graphics-card
ASUS Dual GeForce RTX 2060 EVO OC Edition 12GB GDDR6 Graphics Card,55800,StarTech,https://www.startech.com.bd/asus-dual-geforce-rtx-2060-evo-oc-edition-12gb-graphics-card
Asus Dual GeForce RTX 2060 EVO OC Edition 12GB GDDR6 Graphics Card,55800,TechLand,https://www.techlandbd.com/asus-dual-geforce-rtx-2060-evo-12gb-graphics-card
Gigabyte GeForce RTX 3060 Ti Gaming OC 8G Graphics Card,55999,TechLand,https://www.techlandbd.com/gigabyte-rtx-3060ti-gaming-oc-8g-graphics-card
GIGABYTE GeForce RTX 3060 Ti Vision OC 8GB (rev. 2.0) Graphics Card,56000,StarTech,https://www.startech.com.bd/gigabyte-geforce-rtx-3060-ti-vision-oc-8gb-graphics-card
Colorful iGame GeForce RTX 3060 Ti Ultra W OC LHR-V 8GB GDDR6 Graphics Card,57000,StarTech,https://www.startech.com.bd/colorful-igame-geforce-rtx-3060-ti-ultra-w-oc-lhr-v-graphics-card
MSI GeForce RTX 3060 Ti VENTUS 2X OC 8GB Graphics Card,57499,StarTech,https://www.startech.com.bd/msi-geforce-rtx-3060-ti-ventus-2x-oc-8gb-graphics-card
MSI GeForce RTX 3060 Ti VENTUS 2X OC 8GB Graphics Card,57499,TechLand,https://www.techlandbd.com/msi-rtx-3060-ti-ventus-2x-oc-8gb-graphics-card
MSI GeForce RTX 3060 Ti VENTUS 2X 8GD6X OC 8GB GDDR6X Graphics Card,57500,StarTech,https://www.startech.com.bd/msi-geforce-rtx-3060-ti-ventus-2x-8gd6x-oc-graphics-card
Colorful IGame GeForce RTX 3060 Ti Ultra W OC 8GB GDDR6X Graphics Card,57500,TechLand,https://www.techlandbd.com/colorful-igame-geforce-rtx-3060-ti-ultra-w-oc-8gb-gddr6x-graphics-card
SAPPHIRE NITRO+ Radeon RX 6650 XT 8GB OC GDDR6 GRAPHICS CARD,57900,TechLand,https://www.techlandbd.com/sapphire-nitro-radeon-rx-6650-xt-graphics-card
SAPPHIRE NITRO+ AMD Radeon RX 6650 XT 8GB GDDR6 Graphics Card,57900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/sapphire-nitro-plus-radeon-rx-6650-xt-graphics-card
MSI GeForce RTX 3060 Ti VENTUS 2X 8GD6X OC GRAPHICS CARD,57900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/msi-geforce-rtx-3060ti-ventus-2x-8gd6x-oc-graphics-card
Colorful iGame GeForce RTX 3060 Ti Ultra W OC G6X-V 8GB GDDR6X Graphics Card,58000,StarTech,https://www.startech.com.bd/colorful-igame-geforce-rtx-3060-ti-ultra-w-oc-g6x-v-graphics-card
GALAX GeForce RTX 2080 EX (1-Click OC) 8GB GDDR6 Graphics Card,63000,StarTech,https://www.startech.com.bd/galax-rtx-2080-ex-1-click-oc-8g-graphics-card
Zotac Gaming GeForce RTX 3070 Twin Edge 8GB Graphics Card,66500,TechLand,https://www.techlandbd.com/zotac-gaming-rtx-3070-twin-edge-graphics-card
ZOTAC GAMING GeForce RTX 3070 Twin Edge 8GB GDDR6 Graphics Card,66900,StarTech,https://www.startech.com.bd/zotac-gaming-geforce-rtx-3070-twin-edge-8gb-graphics-card
ZOTAC Gaming GeForce RTX 3070 Twin Edge LHR 8GB GDDR6 Graphics Card,66900,StarTech,https://www.startech.com.bd/zotac-geforce-rtx-3070-twin-edge-lhr-8gb-graphics-card
MSI RADEON RX 6750 XT MECH 2X 12G OC GDDR6 GRAPHICS CARD,66999,TechLand,https://www.techlandbd.com/msi-radeon-rx-6750-xt-mech-2x-12g-oc-graphics-card
PNY GEFORCE RTX 3070 8GB UPRISING DUAL FAN GRAPHICS CARD,67000,TechLand,https://www.techlandbd.com/pny-geforce-rtx-3070-8gb-graphics-card
Gigabyte Radeon RX 6700 XT EAGLE 12G Graphics Card,67500,TechLand,https://www.techlandbd.com/gigabyte-radeon-rx-6700-xt-eagle-12g-graphics-card
Asus ROG Strix GeForce RTX 3060 V2 OC Edition 12GB Graphics Card,72000,TechLand,https://www.techlandbd.com/asus-rog-strix-rtx-3060-oc-edition-graphics-card
XFX SPEEDSTER QICK 319 AMD RADEON RX 6700 XT BLACK 12GB GDDR6 GAMING GRAPHICS CARD,74000,TechLand,https://www.techlandbd.com/xfx-speedster-qick-319-amd-radeon-rx-6700-xt-graphics-card
Gigabyte GeForce RTX 3070 EAGLE OC 8G Graphics Card,74999,TechLand,https://www.techlandbd.com/gigabyte-rtx-3070-eagle-oc-graphics-card
GIGABYTE GeForce RTX 3070 EAGLE 8GB GDDR6 Graphics Card,75000,StarTech,https://www.startech.com.bd/gigabyte-geforce-rtx-3070-eagle-8gb-graphics-card
GIGABYTE GEFORCE RTX 3070 EAGLE 8GB GDDR6 GRAPHICS CARD,75999,TechLand,https://www.techlandbd.com/gigabyte-geforce-rtx-3070-eagle-8gb-graphics-card
GIGABYTE GeForce RTX 3070 Eagle OC 8GB Graphics Card,76000,StarTech,https://www.startech.com.bd/gigabyte-rtx-3070-eagle-oc-8gb-graphics-card
SAPPHIRE PULSE RADEON RX 6750 XT 12GB DDR6 GRAPHICS CARD,79900,TechLand,https://www.techlandbd.com/sapphire-pulse-amd-radeon-rx-6750-xt-graphics-card
SAPPHIRE PULSE AMD Radeon RX 6750 XT 12GB GDDR6 Graphics Card,79900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/sapphire-pulse-amd-radeon-rx-6750-xt-graphics-card
Gigabyte GeForce RTX 3070 Ti Gaming OC 8GB Graphics Card,79999,StarTech,https://www.startech.com.bd/gigabyte-rtx-3070-ti-gaming-oc-graphics-card
Gigabyte GeForce RTX 3070 Ti GAMING OC 8GB GDDR6X Graphics Card,79999,TechLand,https://www.techlandbd.com/gigabyte-rtx-3070-ti-gaming-oc-graphics-card
SAPPHIRE NITRO+ AMD RADEON RX 6750 XT 12GB DDR6 GRAPHICS CARD,83900,TechLand,https://www.techlandbd.com/sapphire-nitro-amd-radeon-rx-6750-xt-graphics-card
SAPPHIRE NITRO+ AMD Radeon RX 6750 XT Gaming OC 12GB GDDR6 Graphics Card,83900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/sapphire-nitro-plus-amd-radeon-rx-6750-xt-gaming-oc-graphics-card
Sapphire NITRO+ AMD Radeon RX 6750 XT Gaming OC 12GB GDDR6 Graphics Card,84900,StarTech,https://www.startech.com.bd/sapphire-nitro-plus-amd-radeon-rx-6750-xt-gaming-oc-graphics-card
XFX SPEEDSTER QICK 319 AMD RADEON RX 6800 BLACK 16GB GDDR6 GAMING GRAPHICS CARD,85000,TechLand,https://www.techlandbd.com/xfx-speedster-qick-319-amd-radeon-rx-6800-graphics-card
MSI GeForce RTX 3070 Ti VENTUS 3X 8G OC Graphics Card,85900,TechLand,https://www.techlandbd.com/msi-rtx-3070-ti-ventus-3x-8g-oc-graphics-card
MSI GeForce RTX 3070 VENTUS 2X 8G OC LHR GRAPHICS CARD,87900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/msi-geforce-rtx-3070-ventus-2x-8g-oc-lhr-graphics-card
SAPPHIRE NITRO PLUS AMD Radeon RX 6800 Gaming OC 16GB Graphics Card,92900,TechLand,https://www.techlandbd.com/sapphire-nitro-plus-rx-6800-graphics-card
Sapphire Pulse AMD Radeon RX 6800 OC 16GB GDDR6 Gaming Graphics Card,92900,TechLand,https://www.techlandbd.com/sapphire-pulse-rx-6800oc-gaming-16gb-graphics-card
Sapphire Pulse AMD Radeon RX 6800 XT 16GB GDDR6 Graphics Card,97900,TechLand,https://www.techlandbd.com/sapphire-pulse-amd-radeon-rx-6800-xt-graphics-card
Sapphire Radeon RX 7900 XT Gaming 20GB GDDR6 Graphics Card,115900,StarTech,https://www.startech.com.bd/sapphire-radeon-rx-7900-xt-gaming-20gb-graphics-card
SAPPHIRE AMD RADEON RX 7900 XT 20GB GRAPHICS CARD,115900,TechLand,https://www.techlandbd.com/sapphire-amd-radeon-rx-7900-xt-20gb-graphics-card
Sapphire AMD Radeon RX 7900 XT 20 GB GDDR6 Graphics Card,115900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/sapphire-amd-radeon-rx-7900-xt-20-gb-gddr6-graphics-card
MSI GeForce RTX 4070 TI VENTUS 3X 12G OC GDDR6X Graphics Card,115900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/msi-geforce-rtx-4070-ti-ventus-3x-12g-oc-gddr6x-graphics-card
ZOTAC GAMING GEFORCE RTX 4070 TI AMP AIRO 12GB GDDR6X GRAPHICS CARD,118900,TechLand,https://www.techlandbd.com/zotac-gaming-geforce-rtx-4070-ti-graphics-card
PNY GeForce RTX 4070 Ti 12GB XLR8 Gaming Verto TF OC GDDR6X Graphics Card,119900,StarTech,https://www.startech.com.bd/pny-geforce-rtx-4070-ti-12gb-xlr8-gaming-verto-tf-oc-graphics-card
PNY GeForce RTX 4070 Ti 12GB XLR8 Gaming Verto TF OC GRAPHICS CARD,119900,TechLand,https://www.techlandbd.com/pny-geforce-rtx-4070-ti-12gb-xlr8-gaming-verto-tf-oc-graphics-card
Asus ROG Strix GeForce RTX 3080 OC 10GB V2 Gaming Graphics Card,119999,TechLand,https://www.techlandbd.com/asus-rog-strix-rtx-3080-oc-graphics-card
Gigabyte GeForce RTX 3080 Vision OC 10G GDDR6X Graphics Card,121000,TechLand,https://www.techlandbd.com/gigabyte-rtx-3080-vision-oc-10g-graphics-card
GIGABYTE GEFORCE RTX­­ 4070 TI EAGLE OC 12GB GDDR6X GRAPHICS CARD,121999,TechLand,https://www.techlandbd.com/gigabyte-geforce-rtx-4070-ti-eagle-oc-graphics-card
MSI GeForce RTX 4070 Ti GAMING X TRIO 12GB GDDR6X Graphics Card,122900,StarTech,https://www.startech.com.bd/msi-geforce-rtx-4070-ti-gaming-x-trio-12g-graphics-card
MSI GEFORCE RTX 4070 TI GAMING X TRIO 12GB GDDR6X GRAPHICS CARD,122900,TechLand,https://www.techlandbd.com/msi-geforce-rtx-4070-ti-gaming-x-trio-12gb-graphics-card
MSI GeForce RTX 4070 TI GAMING X TRIO 12GB GDDR6X Graphics Card,122900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/msi-geforce-rtx-4070-ti-gaming-x-trio-12gb-gddr6x-graphics-card
GIGABYTE GeForce RTX­­ 4070 Ti EAGLE OC 12GB GDDR6X Graphics Card,123000,StarTech,https://www.startech.com.bd/gigabyte-geforce-rtx-4070-ti-eagle-oc-12g-graphics-card
ZOTAC GAMING GeForce RTX 3080 12GB Trinity OC LHR Graphics Card,123000,TechLand,https://www.techlandbd.com/zotac-geforce-rtx-3080-trinity-oc-lhr-12gb
MSI Radeon RX 7900 XTX GAMING TRIO CLASSIC 24G GDDR6X Graphics Card,123900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/msi-radeon-rx-7900-xtx-gaming-trio-classic-24g-gddr6x-graphics-card
GIGABYTE GEFORCE RTX­­ 4070 TI GAMING OC 12GB GDDR6X GRAPHICS CARD,123999,TechLand,https://www.techlandbd.com/gigabyte-rtx%C2%AD%C2%AD-4070-ti-gaming-oc-12gb-graphics-card
GIGABYTE GeForce RTX­­ 4070 Ti GAMING OC 12GB GDDR6X Graphics Card,125000,StarTech,https://www.startech.com.bd/gigabyte-geforce-rtx-4070-ti-gaming-oc-12g-graphics-card
Sapphire NITRO Plus AMD Radeon RX 6900 XT SE GAMING OC 16GB Graphics Card,125000,TechLand,https://www.techlandbd.com/sapphire-nitro-plus-rx-6900-xt-se-graphics-card
ZOTAC GAMING GEFORCE RTX 4070 TI AMP EXTREME AIRO 12GB GRAPHICS CARD,125900,TechLand,https://www.techlandbd.com/zotac-gaming-geforce-rtx-4070-ti-amp-extreme-airo-graphics-card
ZOTAC GeForce RTX 4070 Ti AMP EXTREME AIRO 12GB GDDR6X Graphics Card,125900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/zotac-geforce-rtx-4070ti-amp-extreme-airo-12gb-gddr6x-graphics-card
GIGABYTE GeForce RTX­­ 4070 Ti AERO OC 12GB GDDR6X Graphics Card,126900,StarTech,https://www.startech.com.bd/gigabyte-geforce-rtx-4070-ti-aero-oc-12g-graphics-card
MSI GeForce RTX 4070 Ti GAMING X TRIO WHITE 12GB GDDR6X Graphics Card,126900,StarTech,https://www.startech.com.bd/msi-geforce-rtx-4070-ti-gaming-x-trio-white-12g-graphics-card
MSI GEFORCE RTX 4070 TI GAMING X TRIO WHITE 12GB GDDR6X GRAPHICS CARD,126900,TechLand,https://www.techlandbd.com/msi-geforce-rtx-4070-ti-gaming-x-trio-white-12gb-gddr6x-graphics-card
MSI GeForce RTX 4070 TI GAMING X TRIO White 12GB GDDR6X Graphics Card,126900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/msi-geforce-rtx-4070-ti-gaming-x-trio-white-12gb-gddr6x-graphics-card
GIGABYTE GEFORCE RTX­­ 4070 TI AERO OC 12GB GDDR6X GRAPHICS CARD,126999,TechLand,https://www.techlandbd.com/gigabyte-rtx%C2%AD%C2%AD-4070-ti-aero-oc-12gb-graphics-card
MSI GeForce RTX 3080 Ti VENTUS 3X 12GB OC GDDR6X Graphics Card,129999,TechLand,https://www.techlandbd.com/msi-geforce-rtx-3080-ti-ventus-3x-graphics-card
ZOTAC GAMING GeForce RTX 3080 AMP Holo LHR 12GB GDDR6X Graphics Card,133000,StarTech,https://www.startech.com.bd/zotac-gaming-geforce-rtx-3080-amp-holo-lhr-12gb-graphics-card
MSI Radeon RX 6900 XT Gaming Z Trio 16GB GDDR6 AMD Graphics Card,133900,TechLand,https://www.techlandbd.com/msi-radeon-rx-6900-xt-gaming-z-trio-16gb-graphics-card
MSI Radeon RX 6900 XT GAMING Z TRIO 16G GRAPHICS CARD,133900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/msi-rx-6900-xt-gaming-z-trio-16gb-graphics-card
ZOTAC GAMING GeForce RTX 3080 AMP Holo LHR 12GB GDDR6X Graphics Card,134900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/zotac-gaming-geforce-rtx-3080-amp-holo-lhr-12gb-gddr6x-graphics-card
GIGABYTE Radeon RX 6900 XT GAMING OC 16GB GDDR6 Graphics Card,135000,StarTech,https://www.startech.com.bd/gigabyte-radeon-rx-6900-xt-gaming-oc-16g-graphics-card
GIGABYTE RADEON RX 6900 XT GAMING OC 16GB GRAPHICS CARD,135000,TechLand,https://www.techlandbd.com/gigabyte-radeon-rx-6900-xt-gaming-oc-graphics-card
SAPPHIRE AMD RADEON RX 7900 XTX 24GB GDDR6 GRAPHICS CARD,135900,TechLand,https://www.techlandbd.com/amd-radeon-rx-7900-xtx-24gb-graphics-card
ZOTAC GAMING GeForce RTX 3080 AMP Extreme Holo LHR 12GB GDDR6X Graphics Card,136000,StarTech,https://www.startech.com.bd/zotac-gaming-geforce-rtx-3080-amp-extreme-holo-lhr-12gb-graphics-card
ZOTAC GAMING GeForce RTX 3080 AMP Extreme Holo LHR 12GB GDDR6X Graphics Card,139900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/zotac-gaming-geforce-rtx-3080-amp-extreme-holo-lhr-12gb-gddr6x-graphics-card
ZOTAC GAMING GeForce RTX 3080 Ti Trinity 12GB GDDR6X Graphics Card,140000,TechLand,https://www.techlandbd.com/zotac-rtx-3080-ti-trinity-12gb-graphics-card
GIGABYTE GeForce RTX 3080 Ti VISION OC 12GB GDDR6X Graphics Card,142500,StarTech,https://www.startech.com.bd/gigabyte-geforce-rtx-3080-ti-vision-oc-12gb-graphics-card
Zotac Gaming GeForce RTX 3080 Ti Trinity OC 12GB GDDR6X Graphics Card,143000,StarTech,https://www.startech.com.bd/zotac-gaming-geforce-rtx-3080-ti-trinity-oc-12gb-graphics-card
Zotac Gaming GeForce RTX 3080 Ti Trinity OC 12GB GDDR6X Graphics Card,143000,TechLand,https://www.techlandbd.com/zotac-gaming-geforce-rtx-3080-ti-trinity-graphics-card
ZOTAC GAMING GeForce RTX 3080 Ti AMP Holo 12GB Graphics Card,145000,StarTech,https://www.startech.com.bd/zotac-gaming-geforce-rtx-3080-ti-amp-holo-12gb-graphics-card
ZOTAC GAMING GeForce RTX 3080 Ti AMP Holo 12GB GDDR6X Graphics Card,145000,TechLand,https://www.techlandbd.com/zotac-rtx-3080-ti-amp-holo-12gb-graphics-card
ASUS TUF Gaming GeForce RTX 3080 OC Edition 12GB GDDR6X Graphics Card,146000,StarTech,https://www.startech.com.bd/asus-tuf-gaming-geforce-rtx-3080-oc-edition-12gb-graphics-card
ASUS GEFORCE RTX 3080 12GB TUF GAMING OC GRAPHICS CARD,146000,TechLand,https://www.techlandbd.com/asus-tuf-rtx3080-o12g-gaming-graphics-card
ZOTAC GAMING GeForce RTX 3080 Ti AMP Extreme Holo 12GB GDDR6X Graphics Card,147000,StarTech,https://www.startech.com.bd/zotac-gaming-geforce-rtx-3080-ti-amp-extreme-holo-graphics-card
ZOTAC GAMING GeForce RTX 3080 Ti AMP Extreme Holo 12GB GDDR6X Graphics Card,147000,TechLand,https://www.techlandbd.com/zotac-gaming-geforce-rtx-3080ti-amp-extreme-holo-graphics-card
ZOTAC GAMING GeForce RTX 3080 Ti AMP Holo 12 GB GDDR6X Graphics Card,147000,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/zotac-gaming-geforce-rtx-3080-ti-amp-holo-graphics-card
Sapphire NITRO+ AMD Radeon RX 7900 XTX Vapor-X 24GB GDDR6 Gaming Graphics Card,149900,StarTech,https://www.startech.com.bd/sapphire-nitro-plus-amd-radeon-rx-7900-xtx-vapor-x-graphics-card
Sapphire NITRO+ AMD Radeon™ RX 7900 XTX Vapor-X 24GB GDDR6 Graphics Card,149900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/sapphire-nitro-amd-radeon-rx-7900-xtx-vapor-x-24gb-gddr6-graphics-card
ASUS TUF Gaming GeForce RTX 3080 Ti OC 12GB GDDR6X Gaming Graphics Card,150000,TechLand,https://www.techlandbd.com/asus-tuf-rtx-3080-ti-oc-graphics-card
GIGABYTE AORUS GeForce RTX 3080 MASTER 12GB GDDR6X Graphics Card,151000,StarTech,https://www.startech.com.bd/gigabyte-aorus-geforce-rtx-3080-master-12g-graphics-card
GIGABYTE AORUS GEFORCE RTX 3080 MASTER 12G GRAPHICS CARD,151000,TechLand,https://www.techlandbd.com/gigabyte-aorus-rtx-3080-master-12g-graphics-card
ZOTAC GAMING GeForce RTX 3080 Ti AMP Extreme Holo 12GB GDDR6X GRAPHICS CARD,151900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/zotac-gaming-geforce-rtx-3080-ti-amp-extreme-holo-graphics-card
PALIT GEFORCE RTX 3080 TI GAMINGPRO 12GB GDDR6X GRAPHICS CARD,152900,TechLand,https://www.techlandbd.com/palit-geforce-rtx-3080-ti-gamingpro-12gb-graphics-card
Asus TUF Gaming GeForce RTX 3080 Ti OC 12GB GDDR6X Graphics Card,155000,StarTech,https://www.startech.com.bd/asus-tuf-gaming-geforce-rtx-3080-ti-oc-graphics-card
PNY GEFORCE RTX 4080 16GB UPRISING TRIPLE FAN GRAPHICS CARD,159999,TechLand,https://www.techlandbd.com/pny-geforce-rtx-4080-16gb-uprising-triple-fan-graphics-card
Asus ROG Strix GeForce RTX 3080 V2 OC Edition 10GB GDDR6X Gaming Graphics Card,160500,StarTech,https://www.startech.com.bd/asus-rog-strix-geforce-rtx-3080-v2-oc-edition-graphics-card
Sapphire NITRO+ AMD Radeon RX 6950 XT 16GB GDDR6 Gaming Graphics Card,164900,StarTech,https://www.startech.com.bd/sapphire-nitro-plus-radeon-rx-6950-xt-graphics-card
SAPPHIRE NITRO+ AMD RADEON RX 6950 XT GAMING OC 16GB DDR6 GRAPHICS CARD,164900,TechLand,https://www.techlandbd.com/sapphire-nitro-amd-radeon-rx-6950-xt-oc-graphics-card
Asus ROG Strix GeForce RTX 3080 10GB GDDR6X Graphics Card,165000,StarTech,https://www.startech.com.bd/asus-rog-strix-geforce-rtx-3080-10gb-graphics-card
