Name,Price (BDT),Shop,Link
COLORFUL GEFORCE RTX 4080 16GB NB EX-V GRAPHICS CARD,167999,TechLand,https://www.techlandbd.com/colorful-geforce-rtx-4080-16gb-nb-ex-v-graphics-card
PNY GEFORCE RTX 4080 16GB OC XLR8 GAMING VERTO TF GRAPHICS CARD,168000,TechLand,https://www.techlandbd.com/pny-geforce-rtx-4080-16gb-oc-xlr8-gaming-verto-tf-graphics-card
Sapphire NITRO+ AMD Radeon RX 6950 XT PURE 16GB GDDR6 Gaming Graphics Card,168900,StarTech,https://www.startech.com.bd/sapphire-nitro-plus-radeon-rx-6950-xt-pure-graphics-card
SAPPHIRE NITRO+ AMD RADEON RX 6950 XT PURE Gaming OC 16GB GDDR6 GRAPHICS CARD,168900,TechLand,https://www.techlandbd.com/sapphire-nitro-amd-radeon-rx-6950-xt-graphics-card
SAPPHIRE NITRO+ AMD Radeon RX 6950 XT PURE Gaming OC 16GB GDDR6 Graphics Card,168900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/sapphire-nitro-amd-radeon-rx-6950-xt-gaming-16gb-gddr6-graphics-card
ZOTAC GAMING GeForce RTX 4080 16GB Trinity OC GDDR6X Graphics Card,169000,StarTech,https://www.startech.com.bd/zotac-gaming-geforce-rtx-4080-16gb-trinity-oc-graphics-card
ZOTAC GAMING GEFORCE RTX 4080 16GB TRINITY OC GRAPHICS CARD,169000,TechLand,https://www.techlandbd.com/zotac-gaming-geforce-rtx-4080-16gb-trinity-oc-graphics-card
ZOTAC GAMING GeForce RTX 4080 Trinity OC 16GB GDDR6X Graphics Card,169000,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/zotac-gaming-geforce-rtx-4080-trinity-oc-16gb-gddr6x-graphics-card
Colorful GeForce RTX 4080 16GB NB EX-V GDDR6X Graphics Card,170000,StarTech,https://www.startech.com.bd/colorful-geforce-rtx-4080-16gb-nb-ex-v-graphics-card
Gigabyte AORUS Radeon RX 6900 XT MASTER GDDR6 16GB Graphics Card,170000,TechLand,https://www.techlandbd.com/gigabyte-aorus-radeon-rx-6900-xt-graphics
SAPPHIRE TOXIC AMD Radeon RX 6950 XT LE GAMING OC 16GB GDDR6 Limited Edition Graphics Card,172900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/sapphire-toxic-radeon-rx-6950-xt-limited-edition-graphics-card
Sapphire TOXIC AMD Radeon RX 6950 XT Limited Edition 16GB GDDR6 Gaming Graphics Card,173900,StarTech,https://www.startech.com.bd/sapphire-toxic-radeon-rx-6950-xt-limited-edition-graphics-card
SAPPHIRE TOXIC AMD RADEON RX 6950 XT 16GB OC LE GDDR6 GRAPHICS CARD,173900,TechLand,https://www.techlandbd.com/sapphire-toxic-amd-radeon-rx-6950-xt-16gb-graphics-card
ZOTAC GAMING GEFORCE RTX 4080 16GB AMP EXTREME AIRO GRAPHICS CARD,175000,TechLand,https://www.techlandbd.com/zotac-gaming-geforce-rtx-4080-16gb-graphics-card
GIGABYTE AORUS Radeon RX 6900 XT Xtreme WATERFORCE WB 16G Graphics Card,175000,TechLand,https://www.techlandbd.com/gigabyte-aorus-radeon-rx-6900-xt-graphics-card
SAPPHIRE TOXIC RADEON RX 6900 XT 16GB GDDR6 Limited Edition GRAPHICS CARD,176000,TechLand,https://www.techlandbd.com/sapphire-toxic-radeon-rx-6900-xt-graphics-card
SAPPHIRE TOXIC AMD RADEON RX 6900 XT LIMITED EDITION GRAPHICS CARD,176000,TechLand,https://www.techlandbd.com/sapphire-toxic-amd-radeon-rx-6900-xt-le-graphics-card
ASUS ROG STRIX GeForce RTX 3080 Ti OC 12GB GDDR6X Gaming Graphics Card,177000,TechLand,https://www.techlandbd.com/asus-rog-rtx-3080-ti-oc-12gb-graphics-card
GIGABYTE GeForce RTX 4080 16GB GAMING OC GDDR6X Graphics Card,177500,StarTech,https://www.startech.com.bd/gigabyte-geforce-rtx-4080-16gb-gaming-oc-graphics-card
GIGABYTE GEFORCE RTX 4080 16GB GAMING OC GRAPHICS CARD,177500,TechLand,https://www.techlandbd.com/gigabyte-geforce-rtx-4080-graphics-card
GIGABYTE GeForce RTX 4080 16GB AERO OC GDDR6X Graphics Card,179000,StarTech,https://www.startech.com.bd/gigabyte-geforce-rtx-4080-16gb-aero-oc-graphics-card
SAPPHIRE AMD RADEON RX 6900 XT OC TOXIC LIMITED EDITION Graphics Card,179000,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/sapphire-amd-radeon-rx-6900-xt-oc-toxic-limited-edition-graphics-card
GIGABYTE GEFORCE RTX 4080 16GB AERO OC GRAPHICS CARD,179500,TechLand,https://www.techlandbd.com/gigabyte-geforce-rtx-4080-16gb-aero-oc-graphics-card
MSI GeForce RTX 4080 16GB GAMING X TRIO GDDR6X Graphics Card,188900,StarTech,https://www.startech.com.bd/msi-geforce-rtx-4080-16gb-gaming-x-trio-graphics-card
MSI GEFORCE RTX 4080 16GB GAMING X TRIO GDDR6X GRAPHICS CARD,188900,TechLand,https://www.techlandbd.com/msi-geforce-rtx-4080-16gb-gaming-x-trio-graphics-card
MSI GeForce RTX 4080 GAMING X TRIO 16GB GDDR6X Graphics Card,188900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/msi-geforce-rtx-4080-gaming-x-trio-16gb-gddr6x
Sapphire TOXIC AMD Radeon RX 6900 XT Extreme Edition Graphics Card,189000,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/sapphire-toxic-amd-radeontm-rx-6900-xt-extreme-edition-graphics-card
Zotac Gaming GeForce RTX 3090 Trinity OC 24GB GDDR6X Graphics Card,189900,StarTech,https://www.startech.com.bd/zotac-gaming-geforce-rtx-3090-trinity-oc-24gb-graphics-card
MSI GeForce RTX 4080 16GB SUPRIM GDDR6X Graphics Card,192900,StarTech,https://www.startech.com.bd/msi-geforce-rtx-4080-16gb-suprim-graphics-card
MSI GEFORCE RTX 4080 16GB SUPRIM X GDDR6X GRAPHICS CARD,192900,TechLand,https://www.techlandbd.com/msi-geforce-rtx-4080-16gb-suprim-x-graphics-card
MSI GeForce RTX 4080 SUPRIM X 16GB GDDR6X Graphics Card,192900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/msi-geforce-rtx-4080-suprim-x-16gb-gddr6x-graphics-card
Colorful iGame GeForce RTX 4080 16GB Vulcan OC-V GDDR6X Graphics Card,193000,StarTech,https://www.startech.com.bd/colorful-igame-geforce-rtx-4080-16gb-vulcan-oc-v-graphics-card
MSI GeForce RTX 3090 Gaming X Trio 24GB Graphics Card,196000,TechLand,https://www.techlandbd.com/msi-geforce-rtx-3090-gaming-x-trio
MSI GEFORCE RTX 3090 TI GAMING X TRIO 24G GRAPHICS CARD,200000,TechLand,https://www.techlandbd.com/msi-geforce-rtx-3090-ti-graphics-card
Asus ROG Strix GeForce RTX 3090 OC Edition 24GB Graphics Card (White),215499,TechLand,https://www.techlandbd.com/asus-rog-strix-3090-o24g-gaming-graphics-card
PNY GEFORCE RTX 4090 24GB OC XLR8 GAMING VERTO EPIC-X RGB TF GRAPHICS CARD,218000,TechLand,https://www.techlandbd.com/pny-geforce-rtx-4090-24gb-oc-xlr8-graphics-card
ZOTAC GAMING GEFORCE RTX 4090 TRINITY OC 24GB GDDR6X GRAPHICS CARD,219900,TechLand,https://www.techlandbd.com/zotac-gaming-geforce-rtx-4090-trinity-oc-graphics-card
ASUS TUF Gaming GeForce RTX 3090 OC Edition 24GB GDDR6X Graphics Card,226000,StarTech,https://www.startech.com.bd/asus-tuf-gaming-rtx3090-oc-24gb-graphics-card
ASUS TUF Gaming GeForce RTX 3090 OC Edition 24GB Graphics Card,226000,TechLand,https://www.techlandbd.com/asus-tuf-rtx-3090-oc-graphics-card
Zotac Gaming GeForce RTX 3090 Ti AMP Extreme Holo 24GB GDDR6X Graphics Card,231500,StarTech,https://www.startech.com.bd/zotac-gaming-geforce-rtx-3090-ti-amp-extreme-holo-graphics-card
GIGABYTE GeForce RTX 4090 GAMING OC 24G 24GB GDDR6X GRAPHICS CARD,233999,TechLand,https://www.techlandbd.com/aorus-geforce-rtx-4090-gaming-oc-24g-gpu
MSI GEFORCE RTX 3090 TI 24GB SUPRIM X GRAPHICS CARD,236000,TechLand,https://www.techlandbd.com/msi-geforce-rtx-3090-ti-suprim-x-graphics-card
MSI GeForce RTX 3090 TI SUPRIM X 24GB Graphics Card,236900,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/MSI-GeForce-RTX-3090-TI-SUPRIM-X-24GB-Graphics-Card
ASUS ROG Strix LC GeForce RTX 3080 Ti OC 12GB GDDR6X Gaming Graphics Card,240000,TechLand,https://www.techlandbd.com/asus-rog-strix-lc-rtx-3080-ti-oc-graphics-card
ZOTAC Gaming GeForce RTX 3090 Ti AMP Extreme Holo 24GB GDDR6X Gaming Graphics Card,241000,UCC,https://www.ucc.com.bd/category-store/computer-components/graphics-card/ZOTAC-Gaming-GeForce-RTX-3090-Ti-AMP-Extreme-Holo-24GB-GDDR6X-Gaming-Graphics-Card
ASUS ROG Strix NVIDIA GeForce RTX 3090 OC Edition 24GB Gaming Graphics Card,265000,StarTech,https://www.startech.com.bd/asus-rog-strix-rtx-3090-oc-24gb-gaming-graphics-card
Asus ROG Strix GeForce RTX 3090 OC Edition 24GB Graphics Card,265000,TechLand,https://www.techlandbd.com/asus-rog-strix-rtx-3090-graphics-card
ASUS TUF GAMING GEFORCE RTX 4090 OC EDITION 24GB GDDR6X GRAPHICS CARD,278500,TechLand,https://www.techlandbd.com/asus-tuf-gaming-geforce-rtx-4090-oc-edition-24gb-graphics-card
ASUS ROG Strix LC GeForce RTX 3090 Ti OC Edition 24GB GDDR6X Gaming Graphics Card,305000,StarTech,https://www.startech.com.bd/asus-rog-strix-lc-geforce-rtx-3090-ti-oc-edition-graphics-card
ASUS ROG Strix LC GeForce RTX 3090 Ti OC Edition 24GB GDDR6X Graphics Card,305000,TechLand,https://www.techlandbd.com/asus-rog-strix-lc-geforce-rtx-3090-ti-oc-edition-24gb-gddr6x-graphics-card
